mnode	ndep	nsat	npic	ncus	tdemand	vcap1	vcap2	nv1	nv2	vwt1	vwt2	speed1	speed2	ud1	ud2	utp	ucp	utc
244	2	12	30	200	4935	1200	500	12	73	180	180	40	30	1.5	1.1	0.2	1	1.2

No.	ddemand	dcap	nveh	vfc1	x-cor	y-cor		
1	2435	3200	6	300	22	2	
2	2500	3600	6	250	32	36	

No.	scap	nveh	vfc	x-cor	y-cor	uhcost	uhtime
1	800	5	220	12	23	0.2	0.08
2	900	5	200	23	9	0.15	0.09
3	800	8	230	23	7	0.2	0.05
4	1000	7	210	30	19	0.2	0.06
5	900	5	200	8	24	0.1	0.05
6	800	7	210	21	32	0.2	0.05
7	1000	6	230	30	23	0.1	0.05
8	1100	7	230	17	30	0.2	0.06
9	800	7	220	15	30	0.15	0.09
10	800	5	210	19	11	0.2	0.09
11	1000	5	220	11	13	0.2	0.09
12	900	6	200	12	26	0.2	0.06

No.	x-cor	y-cor
1	23	27.8
2	25.7	28.7
3	6.8	19.7
4	16.7	21.8
5	10.4	11.3
6	11.6	32.3
7	10.7	23.9
8	11.3	29
9	14	31.1
10	32.3	16.1
11	14.9	19.1
12	8	17
13	17.9	18.2
14	9.5	20.6
15	19.4	23.3
16	27.8	16.1
17	32	14.3
18	27.5	9.5
19	17.6	27.8
20	8	11.6
21	21.8	24.5
22	32	25.7
23	32	21.5
24	10.1	30.5
25	34.4	17
26	10.4	13.1
27	25.7	25.7
28	9.2	19.7
29	19.7	6.8
30	7.1	17.9

No.	cdemand	x-cor	y-cor
66	35	26.16	29.52
67	30	16.6	22.24
68	10	32.9	21.94
69	10	18.66	18.9
70	30	18.06	18.02
71	40	22.78	28.64
72	25	17.88	27.3
73	40	31.04	21.74
74	10	26.98	16.92
75	15	31.1	22.14
76	40	25.86	26.48
77	5	18.24	27.22
78	35	22.42	25.02
79	25	18.3	28.22
80	10	20.26	23.42
81	10	14.38	30.38
82	35	27	15.22
83	40	32.2	24.9
84	10	31.82	15.34
85	35	21.14	24.98
86	5	21.46	23.96
87	10	32.86	14.1
88	5	18.48	27.96
89	15	26.04	28.22
90	10	16.58	22.38
91	45	31.96	17.02
92	40	31.5	14.26
93	40	19.16	23.36
94	25	32.36	22.28
95	30	19.62	24.2
96	45	31.9	25.52
97	15	16.9	27.94
98	45	27.1	16.32
99	10	32.28	16.66
100	20	18.86	23.24
101	45	31.5	15.58
102	25	22.08	27.1
103	20	16.18	22.6
104	35	32.46	16.98
105	25	31.1	24.94
106	35	18.8	17.5
107	15	21.68	24.28
108	40	28.12	15.88
109	35	31.74	15.24
110	30	14.36	31.24
111	30	18.2	17.54
112	25	31.46	26.02
113	10	18.14	27.14
114	15	16.28	22.62
115	35	32.64	20.8
116	10	23.72	27.78
117	20	31.84	14.62
118	10	21.18	25.1
119	5	32.7	16.42
120	15	23.42	27.74
121	10	31.08	26.2
122	10	22.78	24.56
123	35	20.02	23.54
124	25	18.56	18.26
125	5	25.54	25.88
126	45	31.22	26.36
127	40	23.9	28.26
128	30	14.44	31.28
129	10	32.62	16.14
130	20	32.24	15.22
131	10	34.14	17.8
132	10	32.28	16.4
133	15	20.36	23.18
134	35	33.12	15.96
135	20	17.6	18.22
136	30	17.24	21.96
137	45	32.72	25.84
138	20	26.48	26.6
139	30	22.08	24.88
140	45	23.56	27.98
141	30	25.24	28.74
142	5	14.92	32.04
143	15	24.84	29.2
144	10	14.4	30.9
145	30	24.94	29.32
146	25	22.26	27.6
147	40	17.38	21.1
148	45	31.44	15.2
149	15	23.78	28.24
150	20	31.94	21.9
151	15	32.5	21.72
152	40	25.48	28.28
153	35	15.48	18.96
154	25	22.72	27.76
155	45	32.7	14.86
156	5	18.5	18.24
157	5	14.46	30.94
158	15	31.58	14.66
159	40	16.58	22.1
160	45	31.38	21.38
161	10	20.3	22.6
162	30	34.16	17.7
163	25	15.22	18.7
164	35	24.92	24.7
165	20	28.3	15.34
166	15	31.92	14.6
167	30	32.34	25.24
168	45	28.48	15.14
169	10	22.52	28.74
170	25	20.24	22.76
171	40	21.74	23.7
172	45	22.74	25.26
173	15	34.22	16.48
174	10	32.06	25.22
175	30	31.42	26.54
176	35	32.8	26.18
177	30	25.94	28.62
178	40	27.94	16.54
179	45	25.84	25.26
180	25	32.96	21.52
181	25	32.78	20.58
182	15	15.8	18.38
183	20	23.18	27
184	5	21.34	25.46
185	10	15.6	18.52
186	45	26.36	29.14
187	25	27.24	17.08
188	35	23.84	27.22
189	5	32.64	14.54
190	10	32.58	14.34
191	20	32.7	15.32
192	45	32.32	25.44
193	5	16.3	22.28
194	5	21.74	24.16
195	15	28.38	15.12
196	35	17.22	18.4
197	10	25.94	28.76
198	10	27.78	16.02
199	35	21.26	23.52
200	10	17.14	22.08

1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 
0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 
