mnode	ndep	nsat	npic	ncus	tdemand	vcap1	vcap2	nv1	nv2	vwt1	vwt2	speed1	speed2	ud1	ud2	utp	ucp	utc
195	3	12	30	150	3710	1200	500	11	73	180	180	40	30	1.5	1.1	0.2	1	1.2

No.	ddemand	dcap	nveh	vfc1	x-cor	y-cor	
1	1240	3400	4	280	28	2	
2	1160	3400	3	280	8	30	
3	1310	3400	4	250	14	6	

No.	scap	nveh	vfc	x-cor	y-cor	uhcost	uhtime
1	900	7	210	19	31	0.1	0.09
2	1000	6	210	17	9	0.15	0.05
3	800	6	210	26	18	0.25	0.05
4	900	6	200	14	25	0.15	0.09
5	1000	5	220	9	21	0.2	0.06
6	1100	7	200	18	12	0.15	0.05
7	900	6	200	23	26	0.1	0.05
8	800	6	220	15	10	0.25	0.06
9	800	5	210	28	9	0.15	0.09
10	1100	7	210	14	19	0.25	0.06
11	1100	6	220	27	21	0.15	0.08
12	900	6	220	30	22	0.15	0.06

No.	x-cor	y-cor
1	10.1	16.1
2	23.6	18.2
3	17.9	10.7
4	29	26.3
5	14	16.4
6	16.1	32.3
7	29.9	26.3
8	28.7	28.7
9	19.7	26.9
10	24.5	20.9
11	31.1	22.4
12	24.8	15.2
13	26.3	11.9
14	17	10.4
15	7.7	18.8
16	17.3	8.9
17	5.3	21.2
18	17	9.8
19	11	22.4
20	15.2	28.7
21	13.7	19.7
22	23	7.1
23	13.7	14.3
24	24.8	14
25	14.6	22.1
26	19.7	34.4
27	33.2	20.9
28	24.5	16.4
29	8.3	27.2
30	5.9	16.4

No.	cdemand	x-cor	y-cor
134	30	20.3	26.58
135	40	30.12	22
136	5	14.28	15.12
137	10	18.74	27.14
138	40	15.56	32.84
139	25	25.04	21.7
140	5	33.12	20.98
141	15	18.7	34.32
142	15	22.96	17.64
143	40	24.88	14.52
144	15	24.14	17.66
145	35	15.54	31.76
146	5	14.6	19.84
147	25	14.86	22.9
148	25	30.16	25.58
149	5	15.26	32.44
150	10	31.94	23.08

1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 
0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 
0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 
