mnode	ndep	nsat	npic	ncus	tdemand	vcap1	vcap2	nv1	nv2	vwt1	vwt2	speed1	speed2	ud1	ud2	utp	ucp	utc
171	3	8	10	150	3595	1200	500	11	56	180	180	40	30	1.5	1.1	0.2	1	1.2

No.	ddemand	dcap	nveh	vfc1	x-cor	y-cor		
1	1250	3000	4	300	32	30	
2	1140	3400	3	250	10	6	
3	1205	3000	4	250	16	34	

No.	scap	nveh	vfc	x-cor	y-cor	uhcost	uhtime
1	1100	8	210	14	30	0.2	0.06
2	900	7	230	19	16	0.2	0.06
3	1000	8	200	33	24	0.1	0.05
4	1100	6	220	28	16	0.25	0.09
5	1000	8	200	24	18	0.1	0.06
6	1100	5	230	17	15	0.1	0.08
7	1000	6	200	8	15	0.2	0.05
8	1100	8	210	29	26	0.2	0.09

No.	x-cor	y-cor
1	18.8	8
2	21.8	12.2
3	12.5	29.3
4	19.7	23
5	27.5	14.9
6	27.5	29.3
7	25.1	25.4
8	15.5	16.1
9	8.9	27.5
10	23.9	26.3

No.	cdemand	x-cor	y-cor
139	45	25.28	25.86
140	40	19.48	23.5
141	35	27.68	29.14
142	30	28.16	28.7
143	30	27.98	29.24
144	5	20.24	22.68
145	35	25.66	25.96
146	20	24.74	24.98
147	15	26.08	24.5
148	5	19.32	23.72
149	45	19.64	23.94
150	45	19.98	22.12

1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 
0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 
0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 
