mnode	ndep	nsat	npic	ncus	tdemand	vcap1	vcap2	nv1	nv2	vwt1	vwt2	speed1	speed2	ud1	ud2	utp	ucp	utc
180	2	8	20	150	3730	1200	500	10	57	180	180	40	30	1.5	1.1	0.2	1	1.2

No.	ddemand	dcap	nveh	vfc1	x-cor	y-cor		
1	1850	3600	5	300	6	12	
2	1880	3000	5	280	28	4	

No.	scap	nveh	vfc	x-cor	y-cor	uhcost	uhtime
1	900	7	220	19	13	0.25	0.06
2	900	8	230	25	16	0.2	0.09
3	1100	7	230	30	24	0.2	0.05
4	1100	5	230	29	14	0.25	0.08
5	800	7	220	19	27	0.25	0.08
6	1000	7	220	33	24	0.25	0.05
7	1000	8	200	30	29	0.2	0.06
8	1100	8	210	30	28	0.25	0.05

No.	x-cor	y-cor
1	9.2	20.6
2	19.1	13.1
3	17.3	14.6
4	19.1	9.8
5	31.7	13.4
6	33.8	25.1
7	14	26.3
8	17.9	21.5
9	8.6	21.2
10	26	6.5
11	33.5	23.6
12	16.7	13.4
13	21.5	24.5
14	18.2	5.6
15	32.6	18.2
16	13.1	28.4
17	10.1	9.2
18	24.8	10.4
19	5.3	21.2
20	17.3	34.4

No.	cdemand	x-cor	y-cor
144	25	19.68	14
145	45	14.06	28.22
146	15	17.92	15.04
147	30	18.76	14
148	45	18.12	14.08
149	15	21.28	24.76
150	5	22.06	25.46

1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 
0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 
