mnode	ndep	nsat	npic	ncus	tdemand	vcap1	vcap2	nv1	nv2	vwt1	vwt2	speed1	speed2	ud1	ud2	utp	ucp	utc
194	2	12	30	150	3510	1200	500	9	79	180	180	40	30	1.5	1.1	0.2	1	1.2

No.	ddemand	dcap	nveh	vfc1	x-cor	y-cor	
1	1810	3000	5	280	24	4	
2	1700	3200	4	250	32	36	

No.	scap	nveh	vfc	x-cor	y-cor	uhcost	uhtime
1	1000	6	220	14	13	0.2	0.08
2	1100	8	200	13	26	0.25	0.06
3	1100	5	230	27	31	0.25	0.08
4	800	8	230	23	11	0.1	0.06
5	1000	6	210	9	16	0.1	0.09
6	1100	5	210	24	19	0.2	0.06
7	1100	6	200	18	30	0.2	0.05
8	900	8	230	25	25	0.1	0.08
9	1000	8	210	33	16	0.2	0.06
10	1000	7	210	8	22	0.1	0.06
11	800	6	230	30	27	0.25	0.06
12	1100	6	230	8	24	0.1	0.05

No.	x-cor	y-cor
1	15.5	33.5
2	22.4	20.9
3	23	7.1
4	28.7	31.4
5	34.4	23
6	32	23.9
7	24.2	20.9
8	10.4	9.5
9	6.8	19.4
10	21.5	21.2
11	29.9	15.8
12	19.1	24.2
13	14	26.9
14	33.2	19.1
15	24.8	29.3
16	9.5	25.1
17	12.2	18.2
18	28.1	23
19	20.3	22.1
20	23.3	23.9
21	10.4	30.2
22	9.5	24.8
23	34.7	19.1
24	14.6	29.6
25	13.1	28.7
26	15.2	32.6
27	16.4	10.1
28	15.2	20.3
29	29.3	21.5
30	28.4	13.4

No.	cdemand	x-cor	y-cor
67	35	33.94	19.24
68	10	14.02	28.82
69	25	27.88	23.34
70	20	15.48	31.64
71	25	28.64	31.54
72	30	20.58	21.06
73	45	20.46	21.94
74	5	19.84	24.44
75	10	27.86	30.96
76	25	29.7	20.68
77	20	14.24	32.64
78	25	29.1	30.74
79	5	20.06	24.94
80	35	14.06	28.22
81	40	14.34	19.74
82	15	20.74	21.56
83	40	34.38	18.54
84	45	15.18	32.8
85	45	23.64	23.08
86	10	23.24	21.58
87	15	34.24	18.96
88	40	22	20.5
89	25	16.36	33.56
90	15	23.6	21.26
91	45	32.98	19.68
92	10	28.8	31.22
93	15	15.18	20.68
94	45	22.56	24.66
95	35	19.88	22.76
96	25	20.62	21.12
97	5	29.3	31.5
98	5	14.08	29.6
99	40	14.94	27.02
100	25	28.84	31.66
101	45	28.92	23.82
102	25	14.2	26.02
103	45	28.36	21.44
104	15	27.3	22
105	10	20.54	21.9
106	15	14.14	27.68
107	20	25.24	29.34
108	5	22.58	23.96
109	45	14.76	32.46
110	30	28.2	31.48
111	10	31	24.24
112	45	29.16	31.56
113	40	18.82	23.92
114	35	32.52	18.28
115	45	32.64	23.16
116	5	32.86	24.24
117	45	28.46	30.54
118	30	23.42	21.76
119	5	15.62	32.66
120	5	34.16	18.52
121	10	19.46	23.92
122	20	14.78	31.64
123	30	31.16	24.86
124	35	27.18	23.56
125	45	14.04	28.52
126	30	21	21.68
127	45	14.9	26.2
128	25	15.92	31.76
129	45	16.06	32.66
130	25	18.8	24.44
131	5	28.72	31.8
132	45	16.22	33.12
133	25	27.6	23.94
134	40	22.88	23.38
135	20	16.16	21.26
136	10	14.62	30.54
137	5	21.82	21
138	10	14.92	20.82
139	25	15.48	28.76
140	35	31.94	23.16
141	25	14.22	25.98
142	30	33.04	18.72
143	40	14.54	30.36
144	15	15.12	19.86
145	30	33.9	18.8
146	15	14.92	20.08
147	15	29.62	22.4
148	20	33.42	23.06
149	5	34.96	19.16
150	45	34.7	22.58

1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 
0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 
