mnode	ndep	nsat	npic	ncus	tdemand	vcap1	vcap2	nv1	nv2	vwt1	vwt2	speed1	speed2	ud1	ud2	utp	ucp	utc
245	3	12	30	200	5050	1200	500	13	85	180	180	40	30	1.5	1.1	0.2	1	1.2

No.	ddemand	dcap	nveh	vfc1	x-cor	y-cor	
1	1680	3000	4	250	28	4	
2	1555	3600	4	260	36	12	
3	1815	3200	5	280	34	22	

No.	scap	nveh	vfc	x-cor	y-cor	uhcost	uhtime
1	800	8	210	15	27	0.1	0.09
2	1100	7	220	19	26	0.25	0.05
3	800	5	200	9	14	0.15	0.08
4	900	7	210	14	26	0.1	0.06
5	1000	7	230	9	13	0.15	0.08
6	900	8	230	11	22	0.15	0.05
7	900	8	230	16	17	0.15	0.09
8	900	6	200	15	15	0.2	0.05
9	1100	7	220	28	24	0.15	0.09
10	1000	8	230	24	14	0.15	0.05
11	900	7	200	9	24	0.25	0.08
12	900	7	230	19	7	0.25	0.09

No.	x-cor	y-cor
1	33.8	21.5
2	8	22.7
3	32.3	20.3
4	27.8	12.5
5	15.5	24.5
6	17.9	11
7	26.3	25.1
8	10.4	18.8
9	30.8	18.5
10	9.8	19.4
11	29.6	14.9
12	28.4	18.8
13	24.5	24.2
14	31.7	25.4
15	16.1	16.4
16	25.1	19.7
17	25.4	24.5
18	15.8	18.8
19	23.6	19.7
20	9.2	18.2
21	10.7	28.4
22	34.7	21.8
23	32	17.3
24	19.7	29
25	14.6	27.8
26	8.3	21.5
27	25.4	13.7
28	31.1	14.6
29	18.8	23.9
30	24.8	25.4

No.	cdemand	x-cor	y-cor
68	25	24.16	19.54
69	15	34.52	21.46
70	10	19.58	23.44
71	30	26.24	14.5
72	15	24.22	20.22
73	25	31.96	17.44
74	20	32.56	25.02
75	35	23.74	24.52
76	25	32.66	20.88
77	45	29.18	18.38
78	40	28.94	18.9
79	10	25.48	24.9
80	5	16.02	25.28
81	45	25.02	24.3
82	35	25.18	20.14
83	45	25.44	14.62
84	35	33.18	20.84
85	5	29.7	14.96
86	35	31.48	16.76
87	25	32.82	21.08
88	45	29.08	18.58
89	20	22.9	20
90	30	28.12	19.46
91	45	30.82	18.28
92	10	31.9	17.02
93	30	20.38	29.58
94	35	31.34	19.94
95	25	23.62	23.88
96	35	16.42	16.2
97	15	31.66	25.78
98	25	16.4	19.38
99	5	26.6	25.54
100	15	32.82	17.54
101	15	33.9	20.58
102	35	20.44	29.26
103	20	30.72	18.28
104	5	15.36	24.16
105	40	25.48	24.8
106	10	25.5	14.42
107	5	30.7	14.86
108	40	34.82	21.62
109	5	33.02	22.24
110	30	32.46	25.28
111	15	27.28	25.7
112	40	28.34	17.84
113	30	33.92	21.2
114	45	29.52	15.6
115	10	24.42	20.46
116	10	31.36	19.48
117	20	25.56	14.56
118	15	32.56	19.98
119	20	32.88	21.1
120	45	20.54	28.46
121	20	14.4	28.06
122	40	26.94	25
123	45	32.56	19.7
124	25	19.4	29.94
125	20	15.2	18.12
126	15	32.14	16.96
127	35	31.9	14.46
128	20	29.08	19
129	10	24.96	14.16
130	5	19	24.34
131	30	32.98	19.84
132	15	14.1	26.96
133	40	33.92	21.76
134	20	14	28.26
135	10	31.98	14.74
136	45	31.8	19.36
137	45	15.9	19.16
138	35	33.76	21.06
139	20	16.5	16.26
140	15	19.36	28.02
141	25	24.8	24.28
142	30	31.58	17
143	20	22.6	19.82
144	40	34.46	22.02
145	5	32.5	25.54
146	40	25.98	23.92
147	25	24.64	25.06
148	15	28.62	14.38
149	15	31.96	25.48
150	40	34.36	20.74
151	20	23.54	24.98
152	10	31.36	19.22
153	45	24.58	23.7
154	30	30.82	15.52
155	20	25.8	24.08
156	45	32.68	24.88
157	25	31.76	20.14
158	45	16.88	17.14
159	35	29.22	18.16
160	45	14.38	27.62
161	10	28.74	19.28
162	20	34.24	21.94
163	20	24.8	14.4
164	20	34.3	21.04
165	30	16.5	19.4
166	30	31.4	26.04
167	10	14.44	26.98
168	45	28.22	17.94
169	20	28.16	18.2
170	5	15.4	19.3
171	45	31.88	24.74
172	35	16.18	24.98
173	15	14.7	23.7
174	35	28.62	19.02
175	30	33.78	22.32
176	5	25.86	14.62
177	10	25.08	23.3
178	5	34.94	21.24
179	35	32.44	25.8
180	35	19.36	22.98
181	5	27.04	25.36
182	35	25.68	14.1
183	5	26.02	14.26
184	5	30.54	14.1
185	15	33.7	22.34
186	20	19.26	23.4
187	40	26.08	18.82
188	45	15.6	18.3
189	20	17.86	23.96
190	5	33.24	21.84
191	45	25.8	23.9
192	30	32.56	24.48
193	30	34.62	22.06
194	35	32.22	25.96
195	15	29.82	18.16
196	15	18.18	23.02
197	40	20.5	29.4
198	25	26.7	24.98
199	25	27.6	18.78
200	20	30.7	14.52

1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 
0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 
0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 
