mnode	ndep	nsat	npic	ncus	tdemand	vcap1	vcap2	nv1	nv2	vwt1	vwt2	speed1	speed2	ud1	ud2	utp	ucp	utc
181	3	8	20	150	3805	1200	500	11	54	180	180	40	30	1.5	1.1	0.2	1	1.2

No.	ddemand	dcap	nveh	vfc1	x-cor	y-cor
1	1290	3600	4	260	4	26	
2	1130	3400	3	300	26	36	
3	1385	3200	4	300	10	10

No.	scap	nveh	vfc	x-cor	y-cor	uhcost	uhtime
1	1000	7	200	32	27	0.15	0.09
2	800	7	200	21	32	0.2	0.05
3	800	7	220	24	16	0.2	0.06
4	900	7	200	25	10	0.15	0.08
5	1000	5	200	31	26	0.15	0.09
6	800	7	230	11	10	0.2	0.08
7	800	7	200	18	21	0.15	0.05
8	1100	7	200	25	19	0.15	0.06

No.	x-cor	y-cor
1	7.1	12.8
2	7.4	22.4
3	8.6	13.1
4	16.7	29.6
5	14	29.9
6	28.7	13.4
7	15.8	5.9
8	31.4	15.8
9	26.6	14
10	5.6	22.7
11	22.7	26.6
12	8	26
13	32.3	12.8
14	29.9	29.3
15	11	11.9
16	15.5	14.3
17	10.7	26.6
18	30.2	15.2
19	28.4	17.3
20	28.4	13.7

No.	cdemand	x-cor	y-cor
92	10	28.6	16.72
93	10	14.74	15.28
94	45	27.2	14.16
95	35	14.68	30.5
96	5	16.78	28.66
97	30	30.48	15.54
98	45	31.28	15.08
99	5	29	14.38
100	45	29.64	14.06
101	20	14.62	30.26
102	35	15.86	14.32
103	45	29.22	14.22
104	25	15.52	14.42
105	35	31.38	15.64
106	10	22.54	27.18
107	10	28.22	18.28
108	45	28.28	14
109	5	14.66	29.28
110	10	27.62	17.98
111	45	25.7	14.72
112	30	15.62	14.16
113	35	16.54	28.86
114	40	30.48	14.32
115	40	17.44	28.88
116	30	29.32	28.3
117	5	15.64	14.7
118	5	30.4	29.8
119	25	27.88	18.24
120	25	21.8	26.22
121	25	23.22	25.8
122	30	15.7	29.74
123	5	26.02	14.44
124	40	29.72	29.36
125	10	16.04	14.98
126	15	14.54	30.52
127	20	31.16	14.5
128	20	21.72	27.16
129	45	28.66	14.16
130	40	28.08	14.12
131	25	17.38	29.34
132	20	27.98	17.48
133	35	28.04	14.04
134	5	25.66	14.06
135	35	25.98	14.54
136	15	22.8	26.22
137	25	22.3	25.8
138	45	25.94	14.38
139	10	28.32	14
140	10	17.5	30.58
141	25	29.12	17.78
142	10	29.5	14.62
143	15	14.94	29.52
144	20	29.28	16.68
145	25	25.72	14.24
146	35	32.04	16.52
147	30	14.66	15.06
148	30	26.18	14.28
149	25	29.92	28.48
150	20	14.76	14.54

1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 
0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 
0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 
