mnode	ndep	nsat	npic	ncus	tdemand	vcap1	vcap2	nv1	nv2	vwt1	vwt2	speed1	speed2	ud1	ud2	utp	ucp	utc
193	1	12	30	150	3635	1200	500	8	79	180	180	40	30	1.5	1.1	0.2	1	1.2

No.	ddemand	dcap	nveh	vfc1	x-cor	y-cor		
1	3635	3600	8	300	30	10	

No.	scap	nveh	vfc	x-cor	y-cor	uhcost	uhtime
1	1000	7	200	23	17	0.25	0.08
2	1000	7	200	16	32	0.1	0.06
3	900	6	230	24	32	0.1	0.06
4	1100	5	230	10	16	0.25	0.05
5	1100	5	230	21	11	0.15	0.08
6	1100	5	220	17	7	0.15	0.06
7	900	8	220	27	24	0.15	0.08
8	900	7	200	30	27	0.15	0.09
9	800	8	200	23	16	0.2	0.08
10	900	5	220	14	32	0.25	0.09
11	800	8	220	10	15	0.1	0.09
12	1100	8	200	17	13	0.2	0.09

No.	x-cor	y-cor
1	17.6	28.1
2	27.2	8
3	33.2	19.7
4	16.1	11.6
5	33.2	17
6	25.7	23.9
7	11.9	13.7
8	26	20.9
9	30.5	11.6
10	9.5	14.9
11	6.2	15.2
12	15.8	20.6
13	32.3	14.9
14	20.3	6.2
15	31.1	24.2
16	12.8	10.7
17	29.6	26.6
18	5.6	16.1
19	27.2	13.1
20	29.9	17
21	21.5	14
22	18.5	9.5
23	33.2	16.7
24	30.5	17.6
25	10.7	9.5
26	29.9	25.1
27	13.4	11.3
28	15.8	6.8
29	22.7	10.1
30	9.2	10.1

No.	cdemand	x-cor	y-cor
89	10	29.84	24.62
90	5	25.5	24.78
91	20	32.36	19.98
92	15	29.64	17.26
93	10	30.5	26.56
94	45	26.42	14.02
95	15	26.72	14.04
96	45	33.1	14.44
97	10	29.9	27.18
98	15	33.74	17.5
99	35	32.78	16.4
100	35	30.44	17.7
101	5	26.68	24.56
102	15	29.98	17.36
103	35	21.72	14.32
104	35	16.28	19.94
105	40	33.32	17.2
106	20	32.76	15.96
107	5	22.38	14.86
108	35	32.24	17.5
109	30	17.9	28.94
110	40	29.9	18.18
111	45	17.44	27.26
112	25	33.02	15.74
113	10	32.82	17.36
114	20	25.3	23.4
115	45	30.84	18.14
116	40	30.4	25.06
117	35	30.34	16.8
118	40	31.6	24.9
119	15	30.82	24.64
120	15	33.86	17.02
121	15	25.14	23.4
122	45	15.4	20.18
123	10	32.92	14.1
124	20	30.96	17.1
125	35	32.54	17.1
126	5	25.52	20.12
127	45	21.94	14.86
128	15	33.72	16.16
129	15	25.96	21.26
130	20	31.2	23.5
131	35	29.58	18.58
132	30	31.04	24.26
133	45	29.78	17.84
134	45	30.3	23.76
135	35	24.96	24.12
136	30	20.9	14.66
137	35	32.38	16
138	25	32.8	16.88
139	20	31.66	14.76
140	20	29.06	16.06
141	25	28.02	14.08
142	20	17.76	29
143	40	27.22	14.08
144	45	29.94	24.1
145	15	28.6	27.24
146	40	26.3	14.02
147	15	26.74	19.9
148	5	26.26	14.08
149	20	32.78	14.42
150	5	32.26	16.2

1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
