mnode	ndep	nsat	npic	ncus	tdemand	vcap1	vcap2	nv1	nv2	vwt1	vwt2	speed1	speed2	ud1	ud2	utp	ucp	utc
170	2	8	10	150	3980	1200	500	10	55	180	180	40	30	1.5	1.1	0.2	1	1.2

No.	ddemand	dcap	nveh	vfc1	x-cor	y-cor		
1	2065	3400	5	280	12	4	
2	1915	3400	5	260	34	32	

No.	scap	nveh	vfc	x-cor	y-cor	uhcost	uhtime
1	1100	7	220	16	19	0.2	0.08
2	1000	8	230	27	9	0.25	0.09
3	1100	8	220	16	14	0.25	0.05
4	900	8	230	14	17	0.2	0.09
5	1000	5	220	12	29	0.25	0.09
6	800	7	220	18	22	0.25	0.09
7	1000	5	210	21	30	0.1	0.06
8	900	7	210	31	28	0.25	0.09

No.	x-cor	y-cor
1	20.3	19.4
2	6.5	14.9
3	23.6	19.1
4	29	18.2
5	6.8	21.8
6	17.3	32.6
7	31.4	28.4
8	23	33.8
9	13.4	10.1
10	10.7	27.2

No.	cdemand	x-cor	y-cor
52	5	32	28.98
53	5	23.1	33.74
54	15	21.16	18.98
55	35	18.08	32
56	10	23.38	34.16
57	40	23.3	34.24
58	35	17.1	32.94
59	15	30.76	27.84
60	35	28.22	17.36
61	10	20.44	19.02
62	45	30.5	28.36
63	10	22.72	18.88
64	35	22.22	33.92
65	45	16.36	32.62
66	40	22.94	34.4
67	10	31.92	27.88
68	5	23.18	33.36
69	15	31.24	27.54
70	40	23.78	19.82
71	45	23.9	34.26
72	10	23.62	18.52
73	35	23.62	18.68
74	25	18.26	32.3
75	30	31.56	29.08
76	25	22.66	33.32
77	5	32.16	27.86
78	20	20.76	18.92
79	35	23.5	33.66
80	15	23.72	34.52
81	45	28.44	17.4
82	20	16.86	33.16
83	45	16.78	32.88
84	35	21.08	19.1
85	35	16.78	32.16
86	20	20.28	19.9
87	15	31.28	27.84
88	10	18.18	33.58
89	40	16.7	31.94
90	35	28.64	17.26
91	25	24.32	18.3
92	25	18.04	33.06
93	15	22.5	33.88
94	15	17.94	32.94
95	40	18.12	32.02
96	35	21.28	18.88
97	35	23.66	33.2
98	20	24.24	19.24
99	25	20.92	19.22
100	25	16.34	33.08
101	20	30.42	27.76
102	15	28.6	18.22
103	35	23.02	33
104	45	29.4	17.34
105	25	22.94	19
106	40	19.66	19.08
107	15	22.08	34.6
108	20	17.34	33.04
109	40	31.3	28.22
110	35	17.04	33.46
111	30	30.56	28.46
112	35	16.3	32.42
113	15	22.52	33.44
114	40	23.38	18.9
115	25	30.74	29.08
116	25	22.9	19.3
117	25	22.08	33.96
118	40	31.6	28.54
119	15	22.94	18.14
120	10	28.26	18.14
121	35	30.68	28.08
122	15	23.48	34.58
123	30	23.66	33.58
124	20	19.5	19.28
125	10	17.7	33.18
126	30	21.2	19.94
127	10	17.72	33.24
128	20	20.52	18.96
129	35	30.46	29.12
130	15	19.74	19.62
131	45	30.84	28.74
132	20	31.52	28.06
133	30	20.1	18.54
134	20	19.36	19.24
135	45	28.22	18.36
136	40	29.4	17.4
137	35	29.16	19.04
138	40	23.14	32.8
139	30	17.6	32.04
140	40	31.72	29.3
141	45	32.24	27.64
142	10	30.64	28
143	40	23.42	18.62
144	20	24.1	18.32
145	30	23.92	33.12
146	45	30.56	28.18
147	15	20.14	18.68
148	30	22.84	18.62
149	40	23.04	33.92
150	10	31.12	29.32

1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 
0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 
