mnode	ndep	nsat	npic	ncus	tdemand	vcap1	vcap2	nv1	nv2	vwt1	vwt2	speed1	speed2	ud1	ud2	utp	ucp	utc
233	1	12	20	200	5075	1200	500	10	79	180	180	40	30	1.5	1.1	0.2	1	1.2

No.	ddemand	dcap	nveh	vfc1	x-cor	y-cor	
1	5075	3200	10	280	30	10	

No.	scap	nveh	vfc	x-cor	y-cor	uhcost	uhtime
1	800	6	200	18	31	0.1	0.08
2	800	7	210	25	26	0.25	0.09
3	1000	7	220	17	15	0.2	0.06
4	900	8	200	14	12	0.25	0.05
5	800	6	210	21	26	0.15	0.05
6	1000	8	230	33	23	0.25	0.06
7	1100	5	210	11	26	0.15	0.05
8	1100	5	220	21	18	0.1	0.06
9	900	6	210	26	23	0.1	0.08
10	800	8	230	17	12	0.2	0.08
11	1100	7	210	17	19	0.15	0.09
12	900	6	200	16	24	0.2	0.06

No.	x-cor	y-cor
1	31.4	12.5
2	25.1	13.4
3	6.2	25.4
4	10.7	19.7
5	17.9	20.3
6	24.8	17.9
7	16.7	29.6
8	21.5	25.1
9	30.8	22.7
10	7.4	20.3
11	8.9	15.2
12	8.3	16.1
13	22.7	5.9
14	18.5	19.4
15	8.9	21.5
16	12.5	23.3
17	20.3	21.2
18	34.7	19.1
19	25.4	23.9
20	15.5	14.9

No.	cdemand	x-cor	y-cor
58	15	16.9	28.96
59	20	25.16	23.86
60	35	33.9	18.42
61	5	18.48	20.38
62	40	26.26	24.62
63	20	25.04	24.62
64	5	34.9	19.22
65	20	17.42	19.58
66	20	20.04	21.34
67	45	21.48	25.28
68	20	19.36	20.28
69	45	18.8	18.7
70	45	19.7	20.42
71	20	20.46	20.94
72	30	24.96	14.3
73	45	19.54	20.94
74	20	25.9	14.08
75	30	30.56	21.76
76	20	31.44	22.92
77	45	25.28	17.26
78	30	21.28	21.76
79	45	34.92	19.16
80	10	18.7	19.64
81	30	20.58	21.66
82	45	17.76	18.6
83	45	24.12	17.62
84	30	24.86	17.42
85	10	17.64	18.56
86	5	16.46	29.08
87	45	20.74	20.26
88	35	18.7	19.08
89	15	18.62	21.26
90	15	17.48	19.94
91	30	18.76	21.22
92	25	19.6	21.48
93	40	34.46	18.98
94	30	25.94	24.28
95	10	31.18	23.44
96	25	20.02	20.94
97	20	18.64	20.2
98	10	25.58	17.4
99	25	15.72	28.6
100	15	19.16	19.72
101	10	24.38	14.12
102	30	25.56	14.12
103	45	20.04	21.98
104	40	22.12	24.98
105	30	18.7	20.78
106	40	16.3	30.38
107	30	31.54	23.3
108	35	24.18	14.3
109	30	23.92	17.52
110	25	16.92	20.98
111	10	24.18	14.38
112	30	25.4	16.92
113	20	18.58	20.98
114	25	16.6	29.5
115	20	24.16	14.22
116	10	25.32	17.26
117	40	33.76	19.18
118	25	17.64	28.76
119	25	20.98	25.12
120	40	33.92	18.24
121	5	18.9	18.74
122	25	26.08	23.18
123	35	25.7	23.1
124	25	18.58	21.28
125	30	17.28	20.1
126	25	26.04	24.7
127	45	25.74	14.2
128	5	34.9	19.62
129	5	16.82	29.16
130	30	18.52	20.54
131	5	19.38	21.24
132	30	16.92	29.9
133	10	30.6	22.36
134	5	17.42	29.04
135	10	16.3	28.88
136	15	24	17.88
137	20	25.26	14.38
138	30	19.4	18.48
139	40	16.32	29.8
140	20	26.32	23.2
141	5	31.48	23.22
142	5	24.94	14.36
143	10	16	29.08
144	40	17.6	30.06
145	15	24.7	23.34
146	20	16.3	30.46
147	30	24.78	17.28
148	45	19.28	19.52
149	20	19.88	20.92
150	45	34.4	18.38
151	20	25.34	18.44
152	25	34.1	19.62
153	10	16.9	29.38
154	30	17.26	19.9
155	45	20.62	24.3
156	5	24.76	14.32
157	45	24.1	18.12
158	25	25.16	23.74
159	10	25.6	16.94
160	40	17.64	18.84
161	40	20.82	25.74
162	10	30.32	22.74
163	35	20.92	24.16
164	10	21.14	25.82
165	5	17.22	21.02
166	30	31.66	22.22
167	15	26.36	24.16
168	40	24.46	23.32
169	35	33.92	19.76
170	30	17.58	19.16
171	30	23.84	18.44
172	5	30.7	22.64
173	45	21.9	24.14
174	25	18.24	21.06
175	35	19.64	20.36
176	20	25.32	18.2
177	45	21.44	24.58
178	40	16.62	28.6
179	35	25.16	14.18
180	15	24.78	17.6
181	15	24.2	14.36
182	35	21	21.72
183	45	25.3	14.12
184	25	16.94	21.28
185	35	19.22	19.22
186	5	22.38	24.82
187	25	17.54	19.34
188	20	19.3	21.36
189	45	31.52	21.7
190	45	34.14	18.22
191	5	18.76	18.7
192	15	25	18.6
193	30	20.7	24.32
194	45	21.28	21.24
195	20	17.24	19.96
196	30	24.34	18.32
197	40	34.88	19.78
198	45	18.94	20.1
199	20	17.72	18.88
200	30	24.66	23.6

1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
